	0	1	2	3	4	5	6	7	8	9	10	11	12	13	opinion_integer	comment_clean
3691	o	True	123493	2020_11_17	62	SPÖ	Abgeordneter Kai Jan Krainer (SPÖ)	False	Das ist eine vollkommene Makulatur. Wir wissen, dass es um Milliarden danebenliegt, nämlich aufgrund des Lockdowns, und das letzte Mal haben wir als Oppo­sitionsparteien hier darauf hingewiesen: Das Hohe Haus darf wissentlich keine falschen Zahlen beschließen! In einer Nachtaktion hat der Finanzminister ja dann eingesehen, dass das nicht geht, und einen Änderungsantrag vorgelegt, und darin waren viele Fehler, unter anderem die sechs fehlenden Nullen, sodass wir dann fast nur 102 000 Euro statt 102 Milliarden Euro beschlossen hätten.	False	True	False	False	False	1	Das ist eine vollkommene Makulatur. Wir wissen, dass es um Milliarden danebenliegt, nämlich aufgrund des Lockdowns, und das letzte Mal haben wir als Oppo­sitionsparteien hier darauf hingewiesen: Das Hohe Haus darf wissentlich keine falschen Zahlen beschließen! In einer Nachtaktion hat der Finanzminister ja dann eingesehen, dass das nicht geht, und einen Änderungsantrag vorgelegt, und darin waren viele Fehler, unter anderem die sechs fehlenden Nullen, sodass wir dann fast nur 102 000 Euro statt 102 Milliarden Euro beschlossen hätten.
4464	+	False	161568	2021_01_14	77	Grüne	Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz Rudolf Anschober	True	Die zweite Innovation, die hier enthalten ist, ist der Umgang mit Selbsttests, die wir mit diesem Beschluss heute erstmals in einen konkreten offiziellen österreichischen Geset­zestext einbringen – das gibt es im Übrigen in Europa nach meinem Wissensstand bis­her noch nirgendwo.	False	False	False	True	False	2	Die zweite Innovation, die hier enthalten ist, ist der Umgang mit Selbsttests, die wir mit diesem Beschluss heute erstmals in einen konkreten offiziellen österreichischen Geset­zestext einbringen – das gibt es im Übrigen in Europa nach meinem Wissensstand bis­her noch nirgendwo.
2119	+	True	174650	2021_02_24	85	NEOS	Abgeordneter Mag. Felix Eypeltauer (NEOS)	False	Die funktioniert einfach nicht. Bleiben wir beim E-Impfpass, und zwar völlig abseits des Coronachaos: Dieser wurde 2018 auf Initiative der NEOS initiiert. Ministerin Hartinger-Klein hat dann begonnen, daran zu arbeiten.	False	False	True	False	False	2	Die funktioniert einfach nicht. Bleiben wir beim E-Impfpass, und zwar völlig abseits des Coronachaos: Dieser wurde 2018 auf Initiative der NEOS initiiert. Ministerin Hartinger-Klein hat dann begonnen, daran zu arbeiten.
1259	+	False	106184	2020_09_23	51	ÖVP	Abgeordneter Dr. Werner Saxinger, MSc (ÖVP)	True	Es ist gut, dass der elektronische Impfpass endlich kommt.	False	False	True	False	False	2	Es ist gut, dass der elektronische Impfpass endlich kommt.
3651	o	True	107397	2020_09_23	51	SPÖ	Abgeordneter Ing. Markus Vogl (SPÖ)	False	Das soll korrigiert werden. Auch die Unpfändbarkeit sowie die Rückwirkung bis 15. März, an dem die Regierung den Lock Down verhängt hat, muss geregelt werden. Warum sollen alle Arbeitslosen, die z.B. zwischen 15. März und 30. Mai 60 Tage arbeitslos waren, diese Einmalzahlung nicht erhalten?	False	True	False	False	False	1	Das soll korrigiert werden. Auch die Unpfändbarkeit sowie die Rückwirkung bis 15. März, an dem die Regierung den Lock Down verhängt hat, muss geregelt werden. Warum sollen alle Arbeitslosen, die z.B. zwischen 15. März und 30. Mai 60 Tage arbeitslos waren, diese Einmalzahlung nicht erhalten?
4568	o	True	158331	2020_12_21	75	NEOS	Abgeordneter Josef Schellhorn (NEOS)	False	Ich frage Sie jetzt noch einmal: Wie schaut das in der Praxis aus? Jemand testet sich zu Hause selber und sagt: Ich bin negativ! Vielleicht bin ich positiv, aber ich sage einmal, ich bin negativ!	False	False	False	True	False	1	Ich frage Sie jetzt noch einmal: Wie schaut das in der Praxis aus? Jemand testet sich zu Hause selber und sagt: Ich bin negativ! Vielleicht bin ich positiv, aber ich sage einmal, ich bin negativ!
447	+	True	151418	2020_12_11	71	SPÖ	Abgeordneter Dietmar Keck (SPÖ)	False	Ich muss sagen, ich schätze meinen pensionierten Generaldirektor der Voest Alpine sehr, aber der kriegt jetzt auch diese zehn Masken zugeschickt. Ich kenne viele Kolleginnen und Kollegen, die keine hohen Pensionen haben, die 62, 63, 64 Jahre alt sind und die müssen sich diese Masken kaufen, die bekommen sie nicht von der Regierung. Ich denke, da wird mit der Gießkanne ausgeschüttet, da wird nicht geschaut, wo es sozial verträglich ist, diese Masken auszuteilen, wo sie wirklich gebraucht werden, denn auch Risikopatienten bekommen diese Masken nicht.	True	False	False	False	False	2	Ich muss sagen, ich schätze meinen pensionierten Generaldirektor der Voest Alpine sehr, aber der kriegt jetzt auch diese zehn Masken zugeschickt. Ich kenne viele Kolleginnen und Kollegen, die keine hohen Pensionen haben, die 62, 63, 64 Jahre alt sind und die müssen sich diese Masken kaufen, die bekommen sie nicht von der Regierung. Ich denke, da wird mit der Gießkanne ausgeschüttet, da wird nicht geschaut, wo es sozial verträglich ist, diese Masken auszuteilen, wo sie wirklich gebraucht werden, denn auch Risikopatienten bekommen diese Masken nicht.
3573	o	True	193306	2021_04_21	97	ÖVP	Bundeskanzler Sebastian Kurz	True	Das Burgenland hat heute die niedrigsten Ansteckungszahlen aller Bundesländer. Zwei Bundesländer, nämlich Wien und Niederösterreich, werden mit Anfang Mai den Lockdown verlassen können. Wir haben dann eine gute Ausgangsbasis, um mit entsprechendem Impffortschritt Mitte Mai auch weitere Öffnungsschritte durchzuführen.	False	True	False	False	False	1	Das Burgenland hat heute die niedrigsten Ansteckungszahlen aller Bundesländer. Zwei Bundesländer, nämlich Wien und Niederösterreich, werden mit Anfang Mai den Lockdown verlassen können. Wir haben dann eine gute Ausgangsbasis, um mit entsprechendem Impffortschritt Mitte Mai auch weitere Öffnungsschritte durchzuführen.
415	-	True	114798	2020_10_14	55	FPÖ	Abgeordneter Mag. Gerhard Kaniak (FPÖ)	False	Noch immer praktiziert die Bundesregierung eine Ankündigungspolitik ohne rechtliche Basis, ohne Grundlage für alle ihre Ankündigungen, und sorgt damit für eine vollkommene Verunsicherung nicht nur der Bürger, sondern auch der ausführenden Behörden. Ich möchte Ihnen nur noch ein paar Beispiele in Erinnerung rufen: das Chaos um die Betretungsverbote, um Maskenpflicht – ja, nein und wo? –, um die Sperrstunden und Ostererlässe des Herrn Bundesministers, um die angekündigte Teststrategie und Scree­ninguntersuchungen an Schulen, um die Coronaampel, die durch eine Bildungsampel vorab festgestellt wurde.	True	False	False	False	False	0	Noch immer praktiziert die Bundesregierung eine Ankündigungspolitik ohne rechtliche Basis, ohne Grundlage für alle ihre Ankündigungen, und sorgt damit für eine vollkommene Verunsicherung nicht nur der Bürger, sondern auch der ausführenden Behörden. Ich möchte Ihnen nur noch ein paar Beispiele in Erinnerung rufen: das Chaos um die Betretungsverbote, um Maskenpflicht – ja, nein und wo? –, um die Sperrstunden und Ostererlässe des Herrn Bundesministers, um die angekündigte Teststrategie und Scree­ninguntersuchungen an Schulen, um die Coronaampel, die durch eine Bildungsampel vorab festgestellt wurde.
3006	+	False	45328	2020_04_28	27	Grüne	Abgeordnete Mag. Agnes Sirkka Prammer (Grüne)	True	Zu Artikel 2 : Zu § 3: Im Einzelnen ist zur vorgeschlagenen Neufassung des § 3 Folgendes zu bemerken: Durch die Neufassung des Abs. 1 soll klargestellt werden, dass der Leiter einer Amts­handlung nicht nur dafür Sorge zu tragen hat, dass die an der Amtshandlung teilneh­menden Personen einen Mund-Nasen-Schutz tragen, sondern auch dafür, dass die an­wesenden Personen voneinander einen Abstand von mindestens einem Meter ein­halten.	False	False	False	False	True	2	Zu Artikel 2 : Zu § 3: Im Einzelnen ist zur vorgeschlagenen Neufassung des § 3 Folgendes zu bemerken: Durch die Neufassung des Abs. 1 soll klargestellt werden, dass der Leiter einer Amts­handlung nicht nur dafür Sorge zu tragen hat, dass die an der Amtshandlung teilneh­menden Personen einen Mund-Nasen-Schutz tragen, sondern auch dafür, dass die an­wesenden Personen voneinander einen Abstand von mindestens einem Meter ein­halten.
80	-	True	184499	2021_03_25	91	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ) (zur Geschäftsbehandlung)	False	  Abgeordneter Hammer hat sich heute wieder ans Rednerpult gestellt und wieder darauf hingewiesen, dass freiheitliche Abgeordnete hier keine Masken tragen. Ich möchte noch einmal darauf hinweisen – vielleicht kann man das, Herr Klubobmann Wöginger, auch einmal in Ihrem Klub kommunizieren –: Es gab nun schon mehrere Besprechungen in der Präsidiale, in denen beschlossen worden ist, dass eben nicht mehr darüber gesprochen wird und dass auch nicht mehr politisch missbraucht wird, ob jemand Maske trägt oder nicht.	True	False	False	False	False	0	  Abgeordneter Hammer hat sich heute wieder ans Rednerpult gestellt und wieder darauf hingewiesen, dass freiheitliche Abgeordnete hier keine Masken tragen. Ich möchte noch einmal darauf hinweisen – vielleicht kann man das, Herr Klubobmann Wöginger, auch einmal in Ihrem Klub kommunizieren –: Es gab nun schon mehrere Besprechungen in der Präsidiale, in denen beschlossen worden ist, dass eben nicht mehr darüber gesprochen wird und dass auch nicht mehr politisch missbraucht wird, ob jemand Maske trägt oder nicht.
2230	o	True	179933	2021_03_24	89	Grüne	Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz Rudolf Anschober	True	Was habe ich da  mitgenommen? – Das sind die konkreten Liefermengen für die nächsten Monate – ich kann das gerne auch übergeben, es ist überhaupt kein Geheimnis –, was zu welchem Zeitpunkt von welchem Impfstoff geplant ist. Vielleicht nur zu den allgemeinen Daten – Sie haben formuliert, es sei wichtig, das alle Informationen auf den Tisch kommen –: Wir werden im März eine Liefermenge von 1,2 Millionen Dosen von den drei zugelassenen Produkten kriegen, das werden dann im ersten Quartal kumuliert 2,03 Millionen Dosen sein.	False	False	True	False	False	1	Was habe ich da  mitgenommen? – Das sind die konkreten Liefermengen für die nächsten Monate – ich kann das gerne auch übergeben, es ist überhaupt kein Geheimnis –, was zu welchem Zeitpunkt von welchem Impfstoff geplant ist. Vielleicht nur zu den allgemeinen Daten – Sie haben formuliert, es sei wichtig, das alle Informationen auf den Tisch kommen –: Wir werden im März eine Liefermenge von 1,2 Millionen Dosen von den drei zugelassenen Produkten kriegen, das werden dann im ersten Quartal kumuliert 2,03 Millionen Dosen sein.
3668	-	True	113493	2020_10_14	55	NEOS	Abgeordneter Mag. Gerald Loacker (NEOS)	False	Es hat niemand vor, eine Mauer zu bauen. – Natürlich denken alle an einen Lockdown, wenn Sie in Ihrer Regierung immer von einem Lockdown schwätzen. Daher haben wir vorgeschlagen, dass die Republik für zusätzliche Arbeitsplätze, die neu entstehen, für ein Jahr die halben Lohnnebenkosten übernehmen soll.	False	True	False	False	False	0	Es hat niemand vor, eine Mauer zu bauen. – Natürlich denken alle an einen Lockdown, wenn Sie in Ihrer Regierung immer von einem Lockdown schwätzen. Daher haben wir vorgeschlagen, dass die Republik für zusätzliche Arbeitsplätze, die neu entstehen, für ein Jahr die halben Lohnnebenkosten übernehmen soll.
4417	-	False	170610	2021_02_24	85	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	– Herr Bundeskanzler, Sie wissen ganz genau: Das Testen hat nie gut funktioniert, aber dann haben Sie es zum Zwangstesten gemacht!	False	False	False	True	False	0	– Herr Bundeskanzler, Sie wissen ganz genau: Das Testen hat nie gut funktioniert, aber dann haben Sie es zum Zwangstesten gemacht!
4410	o	True	182951	2021_03_24	89	NEOS	Abgeordneter Mag. Felix Eypeltauer (NEOS)	False	Es gibt bei den Fristen lediglich eine Empfehlung des Kanzleramtes für sechs Wochen; das kann auch beliebig kürzer gemacht werden. Wir haben in der Vergangenheit erlebt, dass Regierungen das auch tun: Es war Minister Löger, der die Öbag-Reform für sechs Tage in Begutachtung geschickt hat, es war Minister Anschober, der das Freitesten nur drei Tage in Begutachtung – über Silvester, übers Wochenende – geschickt hat. Da hat man sich wirklich gefragt – auch jeder Fan der Grünen hat sich gefragt –, was eigentlich mit dem Parlamentarismus und mit den Grundwerten der Grünen passiert ist, seit sie in der Bundesregierung sind.	False	False	False	True	False	1	Es gibt bei den Fristen lediglich eine Empfehlung des Kanzleramtes für sechs Wochen; das kann auch beliebig kürzer gemacht werden. Wir haben in der Vergangenheit erlebt, dass Regierungen das auch tun: Es war Minister Löger, der die Öbag-Reform für sechs Tage in Begutachtung geschickt hat, es war Minister Anschober, der das Freitesten nur drei Tage in Begutachtung – über Silvester, übers Wochenende – geschickt hat. Da hat man sich wirklich gefragt – auch jeder Fan der Grünen hat sich gefragt –, was eigentlich mit dem Parlamentarismus und mit den Grundwerten der Grünen passiert ist, seit sie in der Bundesregierung sind.
646	+	True	160326	2021_01_13	76	NEOS	Abgeordneter Dr. Helmut Brandstätter (NEOS)	False	Ich möchte auch in einem Land leben, in dem man der Regierung glauben kann. Sie haben am 1. Dezember Masken für alle über 65-Jährigen versprochen. Während dieser Sitzung habe ich wieder ein Mail von einer 82-jährigen Frau bekommen, die mir schreibt: Ich habe noch immer keine Masken, ich fühle mich von dieser Regierung nicht beschützt.	True	False	False	False	False	2	Ich möchte auch in einem Land leben, in dem man der Regierung glauben kann. Sie haben am 1. Dezember Masken für alle über 65-Jährigen versprochen. Während dieser Sitzung habe ich wieder ein Mail von einer 82-jährigen Frau bekommen, die mir schreibt: Ich habe noch immer keine Masken, ich fühle mich von dieser Regierung nicht beschützt.
2662	+	False	180349	2021_03_24	89	Grüne	Abgeordnete Sigrid Maurer, BA (Grüne)	True	Also Ihre Diskussion und Ihr Zugang sind ein bisschen faktenbefreit, denn natürlich gibt es einen Impfplan , wir sind die ganze Zeit am Impfen - -  – Entschuldigung, Frau Kollegin, das ist doch absolut lächerlich!	False	False	True	False	False	2	Also Ihre Diskussion und Ihr Zugang sind ein bisschen faktenbefreit, denn natürlich gibt es einen Impfplan , wir sind die ganze Zeit am Impfen - -  – Entschuldigung, Frau Kollegin, das ist doch absolut lächerlich!
3682	-	True	123200	2020_11_17	62	FPÖ	Abgeordneter Herbert Kickl (FPÖ)	False	Mit der laufenden Woche ist ein ohnehin recht ereignisreiches Jahr 2020, möchte ich fast sagen, um eine ebenso ungewöhnliche wie dramatische Facette reicher. Man muss sich nämlich vorstellen, dass wir in den kommenden Tagen mit dem Budget 2020/2021 ein Zahlenwerk diskutieren, das von der Regierung, die es vorgelegt hat, auch schon wieder zusammengeschossen worden ist, zusammengeschossen und zertrümmert worden ist, genauso wie es beim Budget 2020 der Fall gewesen ist, über das wir vor einigen Monaten diskutiert haben, und zwar mit derselben Methode zusammengeschossen, wie Sie es damals gemacht haben, nämlich mit der Verhängung eines totalen Lockdowns. Zur Erinnerung: Dieser totale Lockdown ist derjenige, von dem uns die Vertreter dieser Bundesregierung erklärt haben, dass er gar nicht möglich ist.	False	True	False	False	False	0	Mit der laufenden Woche ist ein ohnehin recht ereignisreiches Jahr 2020, möchte ich fast sagen, um eine ebenso ungewöhnliche wie dramatische Facette reicher. Man muss sich nämlich vorstellen, dass wir in den kommenden Tagen mit dem Budget 2020/2021 ein Zahlenwerk diskutieren, das von der Regierung, die es vorgelegt hat, auch schon wieder zusammengeschossen worden ist, zusammengeschossen und zertrümmert worden ist, genauso wie es beim Budget 2020 der Fall gewesen ist, über das wir vor einigen Monaten diskutiert haben, und zwar mit derselben Methode zusammengeschossen, wie Sie es damals gemacht haben, nämlich mit der Verhängung eines totalen Lockdowns. Zur Erinnerung: Dieser totale Lockdown ist derjenige, von dem uns die Vertreter dieser Bundesregierung erklärt haben, dass er gar nicht möglich ist.
